   0.00000000 -79.22348683 
   8.78048780 -79.22375445 
  17.56097561 -79.22448801 
  26.34146341 -79.22550846 
  35.12195122 -79.22658772 
  43.90243902 -79.22750697 
  52.68292683 -79.22809522 
  61.46341463 -79.22824954 
  70.24390244 -79.22794378 
  79.02439024 -79.22722997 
  87.80487805 -79.22623480 
  96.58536585 -79.22514861 
 105.36585366 -79.22419972 
 114.14634146 -79.22360696 
 122.92682927 -79.22351713 
 131.70731707 -79.22395376 
 140.48780488 -79.22480760 
 149.26829268 -79.22587569 
 158.04878049 -79.22692498 
 166.82926829 -79.22774843 
 175.60975610 -79.22819802 
 184.39024390 -79.22819801 
 193.17073171 -79.22774841 
 201.95121951 -79.22692494 
 210.73170732 -79.22587564 
 219.51219512 -79.22480758 
 228.29268293 -79.22395378 
 237.07317073 -79.22351718 
 245.85365854 -79.22360700 
 254.63414634 -79.22419976 
 263.41463415 -79.22514867 
 272.19512195 -79.22623484 
 280.97560976 -79.22723000 
 289.75609756 -79.22794380 
 298.53658537 -79.22824955 
 307.31707317 -79.22809516 
 316.09756098 -79.22750693 
 324.87804878 -79.22658768 
 333.65853659 -79.22550844 
 342.43902439 -79.22448801 
 351.21951220 -79.22375445 
 360.00000000 -79.22348696 
