0.00000000 2.98864
8.78048780 2.82071
17.56097561 2.36039
26.34146341 1.72005
35.12195122 1.04281
43.90243902 0.465969
52.68292683 0.0968372
61.46341463 0
70.24390244 0.191867
79.02439024 0.639789
87.80487805 1.26427
96.58536585 1.94586
105.36585366 2.5413
114.14634146 2.91326
122.92682927 2.96963
131.70731707 2.69564
140.48780488 2.15985
149.26829268 1.48961
158.04878049 0.831173
166.82926829 0.314451
175.60975610 0.0323293
184.39024390 0.0323355
193.17073171 0.314464
201.95121951 0.831198
210.73170732 1.48964
219.51219512 2.15986
228.29268293 2.69563
237.07317073 2.9696
245.85365854 2.91324
254.63414634 2.54127
263.41463415 1.94582
272.19512195 1.26424
280.97560976 0.639771
289.75609756 0.191855
298.53658537 -6.27509e-06
307.31707317 0.0968748
316.09756098 0.465994
324.87804878 1.04283
333.65853659 1.72006
342.43902439 2.36039
351.21951220 2.82071
360.00000000 2.98856
